-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,245,-1,-1,-1,-1,-1,-1,245,-1,-1,-1,240,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,241,-1,-1,-1,245,-1,-1,-1,-1
-1,-1,-1,-1,-1,53,54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,69,70,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,57,58,59,-1,-1,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,73,74,75,-1,103,103,103,103,103,103,103,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,119,119,119,119,119,119,119,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,107,107,103,103,103,103,-1,-1,49,50,51,52
-1,-1,-1,-1,-1,-1,-1,-1,119,119,119,119,-1,-1,65,66,67,68
-1,49,50,51,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,65,66,67,243,-1,-1,-1,-1,-1,-1,245,-1,-1,-1,-1,-1,-1
-1,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
